file,fat tree,rail only,HyperX,DragonFly+
gpt_7B-world_size512-tp4-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,80111298699264,80111298699264,40277747970048,82231242547200
gpt_7B-world_size512-tp4-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,44018503262208,44018503262208,22107091701760,44639906177024
gpt_7B-world_size512-tp4-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,25747022413824,25747022413824,12938888871936,25954363637760
gpt_7B-world_size512-tp8-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,170985051414528,170985051414528,85668099010560,172076090548224
gpt_7B-world_size512-tp8-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,98199404552192,98199404552192,49189993320448,98538488864768
gpt_7B-world_size512-tp8-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_pp_only,58733196476416,58733196476416,29424786341888,58863907766272
gpt_7B-world_size64-tp4-pp2-ep1-gbs2048-mbs1-seq2048-MOE-False-GEMM-False-flash_attn-False_pp_only,82356958923776,82356958923776,41260608652800,82612685638656
llama_405B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,9140697697402880,9140697697402880,4577083633721344,9187644609183744
llama_405B-world_size1024-tp16-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,4750443773181952,4750443773181952,2377490634383360,4762526287937536
llama_405B-world_size1024-tp16-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,2596986583777280,2596986583777280,1299394699198464,2600295554088960
llama_405B-world_size1024-tp32-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,18540160884981760,18540160884981760,9275384849784832,18563857393958912
llama_405B-world_size1024-tp32-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,9728450995699712,9728450995699712,4865956931706880,9734680946425856
llama_405B-world_size1024-tp32-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,5343836811821056,5343836811821056,2672383992528896,5345662810456064
llama_405B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,4592655279374336,4592655279374336,2305230093967360,4686120143077376
llama_405B-world_size1024-tp8-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,2299673083658240,2299673083658240,1152461716332544,2323469282852864
llama_405B-world_size1024-tp8-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,1233274535936000,1233274535936000,617658924924928,1239553711013888
llama_405B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,18281578534895616,18281578534895616,9149880644714496,18375563928502272
llama_405B-world_size2048-tp16-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,9500980492140544,9500980492140544,4753365972828160,9525191994540032
llama_405B-world_size2048-tp16-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,5194021016174592,5194021016174592,2598314261348352,5200662881107968
llama_405B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,37080413910433792,37080413910433792,18547143828094976,37127852998623232
llama_405B-world_size2048-tp32-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,19456949034713088,19456949034713088,9731004236840960,19469432457822208
llama_405B-world_size2048-tp32-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,10687698118377472,10687698118377472,5345005752811520,10691362363015168
llama_405B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,9185675765186560,9185675765186560,4605552013131776,9372788095811584
llama_405B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,4599530985127936,4599530985127936,2303734028976128,4647215792422912
llama_405B-world_size2048-tp8-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,2466643695370240,2466643695370240,1234946933129216,2479249357275136
llama_405B-world_size512-tp16-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,4570257278656512,4570257278656512,2290313840308224,4593684949524480
llama_405B-world_size512-tp16-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_pp_only,2375175413702656,2375175413702656,1189179185172480,2381193434636288
