file,fat tree,rail only,HyperX,DragonFly+
llama_405B-world_size1024-tp32-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,4857995547123712,4857995547123712,2428997773561856,4857995547123712
llama_405B-world_size1024-tp32-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2670092407275520,2670092407275520,1335046203637760,2670092407275520
llama_405B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2202862775984128,2202862775984128,1101431387992064,2202862775984128
llama_405B-world_size1024-tp8-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,1126040342634496,1126040342634496,563020171317248,1126040342634496
llama_405B-world_size1024-tp8-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,610358092890112,610358092890112,305179046445056,610358092890112
llama_405B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,9046803873841152,9046803873841152,4523401936920576,9046803873841152
llama_405B-world_size2048-tp16-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,4726278743670784,4726278743670784,2363139371835392,4726278743670784
llama_405B-world_size2048-tp16-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2590368643153920,2590368643153920,1295184321576960,2590368643153920
llama_405B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,18492767867027456,18492767867027456,9246383933513728,18492767867027456
llama_405B-world_size2048-tp32-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,9715991094247424,9715991094247424,4857995547123712,9715991094247424
llama_405B-world_size2048-tp32-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,5340184814551040,5340184814551040,2670092407275520,5340184814551040
llama_405B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,4405725551968256,4405725551968256,2202862775984128,4405725551968256
llama_405B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2252080685268992,2252080685268992,1126040342634496,2252080685268992
llama_405B-world_size2048-tp8-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,1220716185780224,1220716185780224,610358092890112,1220716185780224
llama_405B-world_size512-tp16-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2261700968460288,2261700968460288,1130850484230144,2261700968460288
llama_405B-world_size512-tp16-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,1181569685917696,1181569685917696,590784842958848,1181569685917696
llama_405B-world_size512-tp16-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,647592160788480,647592160788480,323796080394240,647592160788480
