file,fat tree,DragonFly+,HyperX
gpt_13B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2160136028160,4800302284800,3000188928000
gpt_13B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1961109749760,4167358218240,3217445683200
llama_65B-world_size512-tp32-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2006471147520,5016177868800,3260515614720
llama_65B-world_size512-tp8-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2015648284672,4283252604928,3275428462592
gpt_13B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1827154165760,4111096872960,3311716925440
llama_65B-world_size2048-tp32-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2134716186624,5336790466560,3335494041600
llama_65B-world_size2048-tp8-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2164764180480,4600123883520,3517741793280
gpt_7B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2134716186624,4536271896576,3535623684096
llama_65B-world_size1024-tp16-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2057809428480,4630071214080,3729779589120
gpt_7B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2343298400256,4962278965248,3928470847488
llama_405B-world_size512-tp32-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2987250417664,7468126044160,4480875626496
gpt_7B-world_size1024-tp4-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,5245700669440,5507985702912,4524416827392
llama_405B-world_size2048-tp32-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,3123078758400,7807696896000,4684618137600
gpt_175B-world_size1024-tp32-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2958368440320,7395921100800,4807348715520
gpt_175B-world_size1024-tp8-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2972335472640,6316212879360,4830045143040
llama_405B-world_size512-tp8-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,2980640194560,6333860413440,4843540316160
gpt_22B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,3547932917760,7884295372800,4927684608000
gpt_22B-world_size512-tp8-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2984037580800,6341079859200,4942312243200
gpt_175B-world_size512-tp16-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2892433981440,6507976458240,5061759467520
gpt_22B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,3202074279936,6804407844864,5253403115520
gpt_175B-world_size2048-tp16-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,3035375861760,6829595688960,5311907758080
llama_405B-world_size1024-tp16-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,3038387372032,6836371587072,5317177901056
